"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","FISHLAND","NLD","TONNE","A","1995",201149,
"AUS","FISHLAND","NLD","TONNE","A","1996",199330.087,
"AUS","FISHLAND","NLD","TONNE","A","1997",193654,
"AUS","FISHLAND","NLD","TONNE","A","1998",209659.629,
"AUS","FISHLAND","NLD","TONNE","A","1999",209799,
"AUS","FISHLAND","NLD","TONNE","A","2000",184753.3,
"AUS","FISHLAND","NLD","TONNE","A","2001",195700.74,
"AUS","FISHLAND","NLD","TONNE","A","2002",200594.83,
"AUS","FISHLAND","NLD","TONNE","A","2003",215329.42,
"AUS","FISHLAND","NLD","TONNE","A","2004",231829.51,
"AUS","FISHLAND","NLD","TONNE","A","2005",236300.9,
"AUS","FISHLAND","NLD","TONNE","A","2006",197041.9,
"AUS","FISHLAND","NLD","TONNE","A","2007",188509.03,
"AUS","FISHLAND","NLD","TONNE","A","2008",181669.5,
"AUS","FISHLAND","NLD","TONNE","A","2009",172449.37,
"AUS","FISHLAND","NLD","TONNE","A","2010",173552.85,
"AUS","FISHLAND","NLD","TONNE","A","2011",165163.77,
"AUS","FISHLAND","NLD","TONNE","A","2012",159294.22,
"AUS","FISHLAND","NLD","TONNE","A","2013",157283.5,
"AUS","FISHLAND","NLD","TONNE","A","2014",153503.91,
"AUS","FISHLAND","NLD","TONNE","A","2015",152432.61,
"AUS","FISHLAND","NLD","TONNE","A","2016",174246.1696701,
"AUS","FISHLAND","NLD","TONNE","A","2017",166016.30644176,
"AUS","FISHLAND","NLD","TONNE","A","2018",173433.50567846,
"AUS","FISHLAND","NLD","TONNE","A","2019",167022.26754022,
"AUS","FISHLAND","NLD","TONNE","A","2020",179080.12500022,
"AUS","FISHLAND","NLD","USD","A","1995",1133272375.7348,
"AUS","FISHLAND","NLD","USD","A","1996",1048802187.7828,
"AUS","FISHLAND","NLD","USD","A","1997",1028332426.7742,
"AUS","FISHLAND","NLD","USD","A","1998",1037446759.6837,
"AUS","FISHLAND","NLD","USD","A","1999",999826344.06656,
"AUS","FISHLAND","NLD","USD","A","2000",988538406.68779,
"AUS","FISHLAND","NLD","USD","A","2001",928979724.53537,"C"
"AUS","FISHLAND","NLD","USD","A","2002",956130082.0676,"C"
"AUS","FISHLAND","NLD","USD","A","2003",1056951311.1969,"C"
"AUS","FISHLAND","NLD","USD","A","2004",1072804176.0198,"C"
"AUS","FISHLAND","NLD","USD","A","2005",1111524969.4493,"C"
"AUS","FISHLAND","NLD","USD","A","2006",1083767075.8857,"C"
"AUS","FISHLAND","NLD","USD","A","2007",1190239135.3631,"C"
"AUS","FISHLAND","NLD","USD","A","2008",1130661605.1217,"C"
"AUS","FISHLAND","NLD","USD","A","2009",1051783063.657,"C"
"AUS","FISHLAND","NLD","USD","A","2010",1178233124.7383,"C"
"AUS","FISHLAND","NLD","USD","A","2011",1323902159.6044,"C"
"AUS","FISHLAND","NLD","USD","A","2012",1284213056.6541,"C"
"AUS","FISHLAND","NLD","USD","A","2013",1260183069.1354,"C"
"AUS","FISHLAND","NLD","USD","A","2014",1319623088.1605,"C"
"AUS","FISHLAND","NLD","USD","A","2015",1156490368.5048,"C"
"AUS","FISHLAND","NLD","USD","A","2016",1204403203.3957,"C"
"AUS","FISHLAND","NLD","USD","A","2017",1255119417.5297,"C"
"AUS","FISHLAND","NLD","USD","A","2018",1258247475.7594,"C"
"AUS","FISHLAND","NLD","USD","A","2019",1086227024.3899,"C"
"AUS","FISHLAND","NLD","USD","A","2020",971479118.4131,"C"
"BEL","FISHLAND","NLD","TONNE","A","1999",21972.714,
"BEL","FISHLAND","NLD","TONNE","A","2000",18932.354,
"BEL","FISHLAND","NLD","TONNE","A","2001",19092.284,
"BEL","FISHLAND","NLD","TONNE","A","2002",21794.365,
"BEL","FISHLAND","NLD","TONNE","A","2003",20742.234,
"BEL","FISHLAND","NLD","TONNE","A","2004",21146.833,
"BEL","FISHLAND","NLD","TONNE","A","2005",19260.445,
"BEL","FISHLAND","NLD","TONNE","A","2006",18134.23,
"BEL","FISHLAND","NLD","TONNE","A","2007",19179.872,
"BEL","FISHLAND","NLD","TONNE","A","2008",17347.157,
"BEL","FISHLAND","NLD","TONNE","A","2009",15976.102,
"BEL","FISHLAND","NLD","TONNE","A","2010",15969.756,
"BEL","FISHLAND","NLD","TONNE","A","2011",16904.537,
"BEL","FISHLAND","NLD","TONNE","A","2012",17558.232,
"BEL","FISHLAND","NLD","TONNE","A","2013",16359.148,
"BEL","FISHLAND","NLD","TONNE","A","2014",19622.566,
"BEL","FISHLAND","NLD","TONNE","A","2015",18376.5,
"BEL","FISHLAND","NLD","TONNE","A","2016",16712.871,
"BEL","FISHLAND","NLD","TONNE","A","2017",16728.02,
"BEL","FISHLAND","NLD","TONNE","A","2018",14857.962,
"BEL","FISHLAND","NLD","TONNE","A","2019",13754.138,
"BEL","FISHLAND","NLD","TONNE","A","2020",12795.635,
"BEL","FISHLAND","NLF","TONNE","A","1999",8392.775,
"BEL","FISHLAND","NLF","TONNE","A","2000",8840.222,
"BEL","FISHLAND","NLF","TONNE","A","2001",9517.995,
"BEL","FISHLAND","NLF","TONNE","A","2002",7594.889,
"BEL","FISHLAND","NLF","TONNE","A","2003",4086.527,
"BEL","FISHLAND","NLF","TONNE","A","2004",2771.999,
"BEL","FISHLAND","NLF","TONNE","A","2005",2379.884,
"BEL","FISHLAND","NLF","TONNE","A","2006",2281.615,
"BEL","FISHLAND","NLF","TONNE","A","2007",2812.846,
"BEL","FISHLAND","NLF","TONNE","A","2008",2710.845,
"BEL","FISHLAND","NLF","TONNE","A","2009",1736.683,
"BEL","FISHLAND","NLF","TONNE","A","2010",3802.953,
"BEL","FISHLAND","NLF","TONNE","A","2011",3233.216,
"BEL","FISHLAND","NLF","TONNE","A","2012",4335.494,
"BEL","FISHLAND","NLF","TONNE","A","2013",6433.962,
"BEL","FISHLAND","NLF","TONNE","A","2014",4650.553,
"BEL","FISHLAND","NLF","TONNE","A","2015",4112.151,
"BEL","FISHLAND","NLF","TONNE","A","2016",7870.108,
"BEL","FISHLAND","NLF","TONNE","A","2017",5413.75,
"BEL","FISHLAND","NLF","TONNE","A","2018",5774.661,
"BEL","FISHLAND","NLF","TONNE","A","2019",5554.829,
"BEL","FISHLAND","NLF","TONNE","A","2020",5510.429,
"BEL","FISHLAND","NLD","USD","A","1999",80032122.862197,
"BEL","FISHLAND","NLD","USD","A","2000",61670720.998407,
"BEL","FISHLAND","NLD","USD","A","2001",64675549.298235,
"BEL","FISHLAND","NLD","USD","A","2002",74881994.106541,
"BEL","FISHLAND","NLD","USD","A","2003",91172535.78884,
"BEL","FISHLAND","NLD","USD","A","2004",97931101.813192,
"BEL","FISHLAND","NLD","USD","A","2005",97506808.670401,
"BEL","FISHLAND","NLD","USD","A","2006",103440838.25369,
"BEL","FISHLAND","NLD","USD","A","2007",109804974.34283,
"BEL","FISHLAND","NLD","USD","A","2008",97608741.41834,
"BEL","FISHLAND","NLD","USD","A","2009",82483653.203195,
"BEL","FISHLAND","NLD","USD","A","2010",86056948.640773,
"BEL","FISHLAND","NLD","USD","A","2011",96074695.684407,
"BEL","FISHLAND","NLD","USD","A","2012",82452378.842627,
"BEL","FISHLAND","NLD","USD","A","2013",75563581.056133,
"BEL","FISHLAND","NLD","USD","A","2014",91196761.848915,
"BEL","FISHLAND","NLD","USD","A","2015",75362680.293622,
"BEL","FISHLAND","NLD","USD","A","2016",71842153.551035,
"BEL","FISHLAND","NLD","USD","A","2017",75805798.531819,
"BEL","FISHLAND","NLD","USD","A","2018",73900001.850146,
"BEL","FISHLAND","NLD","USD","A","2019",66223967.193113,
"BEL","FISHLAND","NLD","USD","A","2020",64279970.888288,
"BEL","FISHLAND","NLF","USD","A","1999",26998598.091139,
"BEL","FISHLAND","NLF","USD","A","2000",24422322.38747,
"BEL","FISHLAND","NLF","USD","A","2001",27583301.793299,
"BEL","FISHLAND","NLF","USD","A","2002",23122561.691663,
"BEL","FISHLAND","NLF","USD","A","2003",16305571.773954,
"BEL","FISHLAND","NLF","USD","A","2004",10310799.012774,
"BEL","FISHLAND","NLF","USD","A","2005",10209635.118203,
"BEL","FISHLAND","NLF","USD","A","2006",11288789.075649,
"BEL","FISHLAND","NLF","USD","A","2007",14779607.182334,
"BEL","FISHLAND","NLF","USD","A","2008",14168673.331302,
"BEL","FISHLAND","NLF","USD","A","2009",7225114.2846771,
"BEL","FISHLAND","NLF","USD","A","2010",14936360.265433,
"BEL","FISHLAND","NLF","USD","A","2011",14384016.208509,
"BEL","FISHLAND","NLF","USD","A","2012",15683980.803548,
"BEL","FISHLAND","NLF","USD","A","2013",21449823.102844,
"BEL","FISHLAND","NLF","USD","A","2014",16627689.947139,
"BEL","FISHLAND","NLF","USD","A","2015",15396189.413673,
"BEL","FISHLAND","NLF","USD","A","2016",31365845.344953,
"BEL","FISHLAND","NLF","USD","A","2017",23599592.885952,
"BEL","FISHLAND","NLF","USD","A","2018",25867148.187286,
"BEL","FISHLAND","NLF","USD","A","2019",24244027.670705,
"BEL","FISHLAND","NLF","USD","A","2020",20433065.046232,
"CAN","FISHLAND","NLD","TONNE","A","1995",858039.293693,
"CAN","FISHLAND","NLD","TONNE","A","1996",918663.19702263,
"CAN","FISHLAND","NLD","TONNE","A","1997",977940.25535501,
"CAN","FISHLAND","NLD","TONNE","A","1998",994575.24033256,
"CAN","FISHLAND","NLD","TONNE","A","1999",1003062.5916592,
"CAN","FISHLAND","NLD","TONNE","A","2000",1003499.7878655,
"CAN","FISHLAND","NLD","TONNE","A","2001",1053337.660474,
"CAN","FISHLAND","NLD","TONNE","A","2002",1073988.4509574,
"CAN","FISHLAND","NLD","TONNE","A","2003",1120060.3177569,
"CAN","FISHLAND","NLD","TONNE","A","2004",1176228.5493403,
"CAN","FISHLAND","NLD","TONNE","A","2005",1121948.8141304,
"CAN","FISHLAND","NLD","TONNE","A","2006",1090407.2771414,
"CAN","FISHLAND","NLD","TONNE","A","2007",1012152.7672928,
"CAN","FISHLAND","NLD","TONNE","A","2008",937111.52892316,
"CAN","FISHLAND","NLD","TONNE","A","2009",960231.53142936,
"CAN","FISHLAND","NLD","TONNE","A","2010",951528.729,
"CAN","FISHLAND","NLD","TONNE","A","2011",854258.275,"C"
"CAN","FISHLAND","NLD","TONNE","A","2012",823562.31468658,"C"
"CAN","FISHLAND","NLD","TONNE","A","2013",863194.14533027,"C"
"CAN","FISHLAND","NLD","TONNE","A","2014",855620.93374566,"C"
"CAN","FISHLAND","NLD","TONNE","A","2015",838410.97414164,"C"
"CAN","FISHLAND","NLD","TONNE","A","2016",853006.33859764,"C"
"CAN","FISHLAND","NLD","TONNE","A","2017",827028.0864895,"C"
"CAN","FISHLAND","NLD","TONNE","A","2018",803172.1873948,"C"
"CAN","FISHLAND","NLD","TONNE","A","2019",743232.94214665,"C"
"CAN","FISHLAND","NLD","TONNE","A","2020",719249.04212496,"C"
"CAN","FISHLAND","NLD","USD","A","1995",1297832745.7701,
"CAN","FISHLAND","NLD","USD","A","1996",1158229275.4269,
"CAN","FISHLAND","NLD","USD","A","1997",1155200329.973,
"CAN","FISHLAND","NLD","USD","A","1998",1086349341.474,
"CAN","FISHLAND","NLD","USD","A","1999",1285841407.6311,
"CAN","FISHLAND","NLD","USD","A","2000",1439487557.4406,
"CAN","FISHLAND","NLD","USD","A","2001",1368216565.5767,
"CAN","FISHLAND","NLD","USD","A","2002",1399999068.9428,
"CAN","FISHLAND","NLD","USD","A","2003",1627407439.6338,
"CAN","FISHLAND","NLD","USD","A","2004",1749189257.6171,
"CAN","FISHLAND","NLD","USD","A","2005",1731402803.2379,
"CAN","FISHLAND","NLD","USD","A","2006",1693640767.0076,
"CAN","FISHLAND","NLD","USD","A","2007",1839324854.3157,
"CAN","FISHLAND","NLD","USD","A","2008",1784812115.4173,
"CAN","FISHLAND","NLD","USD","A","2009",1491531042.7977,
"CAN","FISHLAND","NLD","USD","A","2010",1772016519.2489,
"CAN","FISHLAND","NLD","USD","A","2011",2110147494.3322,"C"
"CAN","FISHLAND","NLD","USD","A","2012",2205827126.1483,"C"
"CAN","FISHLAND","NLD","USD","A","2013",2234972113.4644,"C"
"CAN","FISHLAND","NLD","USD","A","2014",2522797261.4759,"C"
"CAN","FISHLAND","NLD","USD","A","2015",2505952762.93,"C"
"CAN","FISHLAND","NLD","USD","A","2016",2505044214.363,"C"
"CAN","FISHLAND","NLD","USD","A","2017",2939337389.5882,"C"
"CAN","FISHLAND","NLD","USD","A","2018",2808134935.306,"C"
"CAN","FISHLAND","NLD","USD","A","2019",2743439991.1109,"C"
"CAN","FISHLAND","NLD","USD","A","2020",1847986580.7004,"C"
"DNK","FISHLAND","NLD","TONNE","A","1995",1983927.8,
"DNK","FISHLAND","NLD","TONNE","A","1996",1592185,
"DNK","FISHLAND","NLD","TONNE","A","1997",1754779.3,
"DNK","FISHLAND","NLD","TONNE","A","1998",1482864.5,
"DNK","FISHLAND","NLD","TONNE","A","1999",1377262.1,
"DNK","FISHLAND","NLD","TONNE","A","2000",1462774.5,
"DNK","FISHLAND","NLD","TONNE","A","2001",1461621.5,
"DNK","FISHLAND","NLD","TONNE","A","2002",1363077.9,
"DNK","FISHLAND","NLD","TONNE","A","2003",967010.6,
"DNK","FISHLAND","NLD","TONNE","A","2004",1046571.7,
"DNK","FISHLAND","NLD","TONNE","A","2005",867271.1,
"DNK","FISHLAND","NLD","TONNE","A","2006",793399.5,
"DNK","FISHLAND","NLD","TONNE","A","2007",589643.9,
"DNK","FISHLAND","NLD","TONNE","A","2008",621295.5,
"DNK","FISHLAND","NLD","TONNE","A","2009",690459.5,
"DNK","FISHLAND","NLD","TONNE","A","2010",701069.8,
"DNK","FISHLAND","NLD","TONNE","A","2011",615735.7,
"DNK","FISHLAND","NLD","TONNE","A","2012",398161.2,
"DNK","FISHLAND","NLD","TONNE","A","2013",543078.3,
"DNK","FISHLAND","NLD","TONNE","A","2014",600333.4,
"DNK","FISHLAND","NLD","TONNE","A","2015",743005.3,
"DNK","FISHLAND","NLD","TONNE","A","2016",551926.5,
"DNK","FISHLAND","NLD","TONNE","A","2017",779519.2,
"DNK","FISHLAND","NLD","TONNE","A","2018",684065.1,
"DNK","FISHLAND","NLD","TONNE","A","2019",545762.4,
"DNK","FISHLAND","NLD","TONNE","A","2020",625636.1,
"DNK","FISHLAND","NLF","TONNE","A","1995",31971.4,
"DNK","FISHLAND","NLF","TONNE","A","1996",112575.9,
"DNK","FISHLAND","NLF","TONNE","A","1997",90701.8,
"DNK","FISHLAND","NLF","TONNE","A","1998",81958.3,
"DNK","FISHLAND","NLF","TONNE","A","1999",39741.9,
"DNK","FISHLAND","NLF","TONNE","A","2000",81392.8,
"DNK","FISHLAND","NLF","TONNE","A","2001",62888.3,
"DNK","FISHLAND","NLF","TONNE","A","2002",92217.1,
"DNK","FISHLAND","NLF","TONNE","A","2003",87225.9,
"DNK","FISHLAND","NLF","TONNE","A","2004",58974.8,
"DNK","FISHLAND","NLF","TONNE","A","2005",49154,
"DNK","FISHLAND","NLF","TONNE","A","2006",79135,
"DNK","FISHLAND","NLF","TONNE","A","2007",75537.7,
"DNK","FISHLAND","NLF","TONNE","A","2008",70889.4,
"DNK","FISHLAND","NLF","TONNE","A","2009",88300,
"DNK","FISHLAND","NLF","TONNE","A","2010",120308.1,
"DNK","FISHLAND","NLF","TONNE","A","2011",98706.8,
"DNK","FISHLAND","NLF","TONNE","A","2012",105693.7,
"DNK","FISHLAND","NLF","TONNE","A","2013",119966,
"DNK","FISHLAND","NLF","TONNE","A","2014",138192.5,
"DNK","FISHLAND","NLF","TONNE","A","2015",118695.6,
"DNK","FISHLAND","NLF","TONNE","A","2016",110325.3,
"DNK","FISHLAND","NLF","TONNE","A","2017",117521.8,
"DNK","FISHLAND","NLF","TONNE","A","2018",98064.5,
"DNK","FISHLAND","NLF","TONNE","A","2019",86495.2,
"DNK","FISHLAND","NLF","TONNE","A","2020",102629.5,
"DNK","FISHLAND","NLD","USD","A","1995",515175228.77406,
"DNK","FISHLAND","NLD","USD","A","1996",485237588.46019,
"DNK","FISHLAND","NLD","USD","A","1997",481609412.99586,
"DNK","FISHLAND","NLD","USD","A","1998",478993262.50185,
"DNK","FISHLAND","NLD","USD","A","1999",439038098.58537,
"DNK","FISHLAND","NLD","USD","A","2000",370853813.7775,
"DNK","FISHLAND","NLD","USD","A","2001",396167718.43149,
"DNK","FISHLAND","NLD","USD","A","2002",428265034.65421,
"DNK","FISHLAND","NLD","USD","A","2003",380050974.61377,
"DNK","FISHLAND","NLD","USD","A","2004",405300288.017,
"DNK","FISHLAND","NLD","USD","A","2005",435573848.63048,
"DNK","FISHLAND","NLD","USD","A","2006",463742068.93897,
"DNK","FISHLAND","NLD","USD","A","2007",440360161.53752,
"DNK","FISHLAND","NLD","USD","A","2008",429712928.55252,
"DNK","FISHLAND","NLD","USD","A","2009",347365063.41179,
"DNK","FISHLAND","NLD","USD","A","2010",424816347.30405,
"DNK","FISHLAND","NLD","USD","A","2011",479418745.27184,
"DNK","FISHLAND","NLD","USD","A","2012",380645673.87774,
"DNK","FISHLAND","NLD","USD","A","2013",405529859.03605,
"DNK","FISHLAND","NLD","USD","A","2014",381154205.58323,
"DNK","FISHLAND","NLD","USD","A","2015",396571905.10311,
"DNK","FISHLAND","NLD","USD","A","2016",426409810.83427,
"DNK","FISHLAND","NLD","USD","A","2017",411984578.53363,
"DNK","FISHLAND","NLD","USD","A","2018",459645083.86724,
"DNK","FISHLAND","NLD","USD","A","2019",391910304.07151,"C"
"DNK","FISHLAND","NLD","USD","A","2020",374281471.8853,"C"
"DNK","FISHLAND","NLF","USD","A","1995",21754714.358646,
"DNK","FISHLAND","NLF","USD","A","1996",34544294.142793,
"DNK","FISHLAND","NLF","USD","A","1997",34701036.991499,
"DNK","FISHLAND","NLF","USD","A","1998",33848977.549748,
"DNK","FISHLAND","NLF","USD","A","1999",27149463.314679,
"DNK","FISHLAND","NLF","USD","A","2000",32829838.500728,
"DNK","FISHLAND","NLF","USD","A","2001",31807659.670568,
"DNK","FISHLAND","NLF","USD","A","2002",36894828.000928,
"DNK","FISHLAND","NLF","USD","A","2003",38128226.696644,
"DNK","FISHLAND","NLF","USD","A","2004",43240759.087768,
"DNK","FISHLAND","NLF","USD","A","2005",45697239.513068,
"DNK","FISHLAND","NLF","USD","A","2006",59939105.357973,
"DNK","FISHLAND","NLF","USD","A","2007",59515039.221111,
"DNK","FISHLAND","NLF","USD","A","2008",71978839.812214,
"DNK","FISHLAND","NLF","USD","A","2009",65049087.747236,
"DNK","FISHLAND","NLF","USD","A","2010",99535493.359221,
"DNK","FISHLAND","NLF","USD","A","2011",112489021.64225,
"DNK","FISHLAND","NLF","USD","A","2012",127134886.43937,
"DNK","FISHLAND","NLF","USD","A","2013",132754474.91381,
"DNK","FISHLAND","NLF","USD","A","2014",137510394.66565,
"DNK","FISHLAND","NLF","USD","A","2015",107810206.04474,
"DNK","FISHLAND","NLF","USD","A","2016",118492696.25068,
"DNK","FISHLAND","NLF","USD","A","2017",105060650.60443,
"DNK","FISHLAND","NLF","USD","A","2018",98610376.092153,
"DNK","FISHLAND","NLF","USD","A","2019",97621270.470922,"C"
"DNK","FISHLAND","NLF","USD","A","2020",106450434.58743,"C"
"FIN","FISHLAND","NLD","TONNE","A","1995",101756,
"FIN","FISHLAND","NLD","TONNE","A","1996",108259,
"FIN","FISHLAND","NLD","TONNE","A","1997",108789,
"FIN","FISHLAND","NLD","TONNE","A","1998",108318,
"FIN","FISHLAND","NLD","TONNE","A","1999",92155,
"FIN","FISHLAND","NLD","TONNE","A","2000",97436,
"FIN","FISHLAND","NLD","TONNE","A","2001",93427,
"FIN","FISHLAND","NLD","TONNE","A","2002",90527,
"FIN","FISHLAND","NLD","TONNE","A","2003",72053,
"FIN","FISHLAND","NLD","TONNE","A","2004",78386,
"FIN","FISHLAND","NLD","TONNE","A","2005",83283,
"FIN","FISHLAND","NLD","TONNE","A","2006",95584,
"FIN","FISHLAND","NLD","TONNE","A","2007",92607,
"FIN","FISHLAND","NLD","TONNE","A","2008",90261,
"FIN","FISHLAND","NLD","TONNE","A","2009",84829,
"FIN","FISHLAND","NLD","TONNE","A","2010",82491,
"FIN","FISHLAND","NLD","TONNE","A","2011",78305,
"FIN","FISHLAND","NLD","TONNE","A","2012",102825,
"FIN","FISHLAND","NLD","TONNE","A","2013",109776,
"FIN","FISHLAND","NLD","TONNE","A","2014",99347,
"FIN","FISHLAND","NLD","TONNE","A","2015",99946,
"FIN","FISHLAND","NLD","TONNE","A","2016",104795,
"FIN","FISHLAND","NLD","TONNE","A","2017",128102,
"FIN","FISHLAND","NLD","TONNE","A","2018",114907,
"FIN","FISHLAND","NLD","TONNE","A","2019",90149,
"FIN","FISHLAND","NLD","TONNE","A","2020",87712,
"FIN","FISHLAND","NLF","TONNE","A","1995",3842,
"FIN","FISHLAND","NLF","TONNE","A","1996",7663,
"FIN","FISHLAND","NLF","TONNE","A","1997",8388,
"FIN","FISHLAND","NLF","TONNE","A","1998",10153,
"FIN","FISHLAND","NLF","TONNE","A","1999",15150,
"FIN","FISHLAND","NLF","TONNE","A","2000",12174,
"FIN","FISHLAND","NLF","TONNE","A","2001",9776,
"FIN","FISHLAND","NLF","TONNE","A","2002",7626,
"FIN","FISHLAND","NLF","TONNE","A","2003",5739,
"FIN","FISHLAND","NLF","TONNE","A","2004",13365,
"FIN","FISHLAND","NLF","TONNE","A","2005",4872,
"FIN","FISHLAND","NLF","TONNE","A","2006",6855,
"FIN","FISHLAND","NLF","TONNE","A","2007",25031,
"FIN","FISHLAND","NLF","TONNE","A","2008",21108,
"FIN","FISHLAND","NLF","TONNE","A","2009",32489,
"FIN","FISHLAND","NLF","TONNE","A","2010",39359,
"FIN","FISHLAND","NLF","TONNE","A","2011",41140,
"FIN","FISHLAND","NLF","TONNE","A","2012",29762,
"FIN","FISHLAND","NLF","TONNE","A","2013",28464,
"FIN","FISHLAND","NLF","TONNE","A","2014",48743,
"FIN","FISHLAND","NLF","TONNE","A","2015",48062,
"FIN","FISHLAND","NLF","TONNE","A","2016",52458,
"FIN","FISHLAND","NLF","TONNE","A","2017",26325,
"FIN","FISHLAND","NLF","TONNE","A","2018",32673,
"FIN","FISHLAND","NLF","TONNE","A","2019",44910,
"FIN","FISHLAND","NLF","TONNE","A","2020",24603,
"FIN","FISHLAND","NLD","USD","A","1995",28306586.095909,
"FIN","FISHLAND","NLD","USD","A","1996",29862891.903834,
"FIN","FISHLAND","NLD","USD","A","1997",28439175.609093,
"FIN","FISHLAND","NLD","USD","A","1998",28019966.267446,
"FIN","FISHLAND","NLD","USD","A","1999",20559090.966443,
"FIN","FISHLAND","NLD","USD","A","2000",18637981.056897,
"FIN","FISHLAND","NLD","USD","A","2001",17198159.894161,
"FIN","FISHLAND","NLD","USD","A","2002",19961074.343941,
"FIN","FISHLAND","NLD","USD","A","2003",19753419.10913,
"FIN","FISHLAND","NLD","USD","A","2004",19863030.094862,
"FIN","FISHLAND","NLD","USD","A","2005",19573228.91406,
"FIN","FISHLAND","NLD","USD","A","2006",22269438.800188,
"FIN","FISHLAND","NLD","USD","A","2007",26910872.235719,
"FIN","FISHLAND","NLD","USD","A","2008",27537260.691384,
"FIN","FISHLAND","NLD","USD","A","2009",25397317.650044,
"FIN","FISHLAND","NLD","USD","A","2010",25810432.814502,
"FIN","FISHLAND","NLD","USD","A","2011",33008010.891126,
"FIN","FISHLAND","NLD","USD","A","2012",36405879.055371,
"FIN","FISHLAND","NLD","USD","A","2013",50995777.799645,
"FIN","FISHLAND","NLD","USD","A","2014",39511996.819419,
"FIN","FISHLAND","NLD","USD","A","2015",27474574.113181,
"FIN","FISHLAND","NLD","USD","A","2016",32144856.590362,
"FIN","FISHLAND","NLD","USD","A","2017",35141188.029534,
"FIN","FISHLAND","NLD","USD","A","2018",34772983.097385,
"FIN","FISHLAND","NLD","USD","A","2019",31037164.105543,
"FIN","FISHLAND","NLD","USD","A","2020",30250418.776944,
"FIN","FISHLAND","NLF","USD","A","1995",2002741.0007735,
"FIN","FISHLAND","NLF","USD","A","1996",3402544.1111327,
"FIN","FISHLAND","NLF","USD","A","1997",2475862.2915498,
"FIN","FISHLAND","NLF","USD","A","1998",2201004.4587986,
"FIN","FISHLAND","NLF","USD","A","1999",4099885.0559118,
"FIN","FISHLAND","NLF","USD","A","2000",3669581.9933457,
"FIN","FISHLAND","NLF","USD","A","2001",3426377.8251957,
"FIN","FISHLAND","NLF","USD","A","2002",2538958.1814248,
"FIN","FISHLAND","NLF","USD","A","2003",2309178.6479303,
"FIN","FISHLAND","NLF","USD","A","2004",3162032.3757692,
"FIN","FISHLAND","NLF","USD","A","2005",1569686.2098201,
"FIN","FISHLAND","NLF","USD","A","2006",2795290.2833964,
"FIN","FISHLAND","NLF","USD","A","2007",7564832.6368188,
"FIN","FISHLAND","NLF","USD","A","2008",6244313.2685374,
"FIN","FISHLAND","NLF","USD","A","2009",7689631.4858592,
"FIN","FISHLAND","NLF","USD","A","2010",9394160.5066328,
"FIN","FISHLAND","NLF","USD","A","2011",12200365.976862,
"FIN","FISHLAND","NLF","USD","A","2012",9444654.6850327,
"FIN","FISHLAND","NLF","USD","A","2013",10813786.436442,
"FIN","FISHLAND","NLF","USD","A","2014",14122420.8914,
"FIN","FISHLAND","NLF","USD","A","2015",9845231.3665153,
"FIN","FISHLAND","NLF","USD","A","2016",11728648.307327,
"FIN","FISHLAND","NLF","USD","A","2017",5659970.0101459,
"FIN","FISHLAND","NLF","USD","A","2018",7294726.0563718,
"FIN","FISHLAND","NLF","USD","A","2019",9870729.3642543,
"FIN","FISHLAND","NLF","USD","A","2020",3997531.4197815,
"FRA","FISHLAND","NLD","TONNE","A","1995",616011,
"FRA","FISHLAND","NLD","TONNE","A","1996",398490,
"FRA","FISHLAND","NLD","TONNE","A","1998",552198,
"FRA","FISHLAND","NLD","TONNE","A","1999",360396,
"FRA","FISHLAND","NLD","TONNE","A","2000",371268,
"FRA","FISHLAND","NLD","TONNE","A","2001",366125,
"FRA","FISHLAND","NLD","TONNE","A","2002",374783,
"FRA","FISHLAND","NLD","TONNE","A","2003",334551,
"FRA","FISHLAND","NLD","TONNE","A","2004",321291,
"FRA","FISHLAND","NLD","TONNE","A","2005",294994,
"FRA","FISHLAND","NLD","TONNE","A","2006",325910,
"FRA","FISHLAND","NLD","TONNE","A","2007",310958.1,
"FRA","FISHLAND","NLD","TONNE","A","2008",285861.4,
"FRA","FISHLAND","NLD","TONNE","A","2009",214213.3,
"FRA","FISHLAND","NLD","TONNE","A","2010",254876.4,
"FRA","FISHLAND","NLD","TONNE","A","2011",367667.54,
"FRA","FISHLAND","NLD","TONNE","A","2012",226698.96205,
"FRA","FISHLAND","NLD","TONNE","A","2013",286570.31181,
"FRA","FISHLAND","NLD","TONNE","A","2014",250604.22491,
"FRA","FISHLAND","NLD","TONNE","A","2015",296409.04172,
"FRA","FISHLAND","NLD","TONNE","A","2016",258265.49233,
"FRA","FISHLAND","NLD","TONNE","A","2017",258574.69554,
"FRA","FISHLAND","NLD","TONNE","A","2018",297358.26467,
"FRA","FISHLAND","NLD","TONNE","A","2019",291017.27455,
"FRA","FISHLAND","NLD","TONNE","A","2020",266881.66672,
"FRA","FISHLAND","NLF","TONNE","A","2012",77158.94529,
"FRA","FISHLAND","NLF","TONNE","A","2013",70788.2986,
"FRA","FISHLAND","NLF","TONNE","A","2014",106350.98301,
"FRA","FISHLAND","NLF","TONNE","A","2015",161176.17862,
"FRA","FISHLAND","NLF","TONNE","A","2016",191004.9004,
"FRA","FISHLAND","NLF","TONNE","A","2017",161132.06651,
